"year","age","schooling","income","party","philosophy","legal","gender"
1998,51,15,"$1000 to 2999","Not str republican","Moderate",1,"Male"
1998,32,12,"$25000 or more","Strong democrat","Moderate",1,"Male"
1998,43,11,"$20000 - 24999","Independent","Liberal",0,"Male"
1998,39,12,"$25000 or more","Not str democrat","Extrmly conservative",0,"Male"
1998,37,18,"$25000 or more","Not str republican","Conservative",0,"Male"
1998,42,14,"$25000 or more","Ind,near dem","Slightly liberal",0,"Female"
1998,44,14,"$25000 or more","Independent","Slightly liberal",0,"Male"
1998,44,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
1998,49,16,"$25000 or more","Strong republican","Extrmly conservative",0,"Female"
1998,56,12,"$5000 to 5999","Not str democrat","Moderate",0,"Female"
1998,42,14,"$25000 or more","Not str republican","Extrmly conservative",0,"Female"
1998,50,15,"$25000 or more","Strong democrat","Moderate",0,"Male"
1998,47,14,"$25000 or more","Strong republican","Conservative",0,"Female"
1998,35,15,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1998,72,14,"$25000 or more","Not str democrat","Conservative",0,"Male"
1998,73,12,"Refused","Ind,near dem","Moderate",0,"Male"
1998,58,12,"$25000 or more","Independent","Moderate",0,"Male"
1998,19,12,"$25000 or more","Not str republican","Conservative",0,"Male"
1998,28,12,"$25000 or more","Ind,near rep","Liberal",0,"Male"
1998,48,12,"$25000 or more","Not str republican","Moderate",1,"Male"
1998,68,11,"$25000 or more","Not str democrat","Moderate",0,"Male"
1998,43,17,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
1998,38,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1998,33,12,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1998,44,18,"$25000 or more","Not str republican","Moderate",0,"Female"
1998,78,8,"Refused","Strong democrat","Extrmly conservative",0,"Female"
1998,46,12,"$25000 or more","Independent","Extrmly conservative",0,"Male"
1998,35,19,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
1998,68,13,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
1998,56,12,"Refused","Not str democrat","Slghtly conservative",0,"Male"
1998,20,12,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1998,67,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
1998,53,12,"Refused","Not str democrat","Moderate",0,"Female"
1998,33,15,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
1998,62,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1998,28,12,"$25000 or more","Not str republican","Conservative",0,"Male"
1998,70,12,"$8000 to 9999","Not str republican","Slghtly conservative",0,"Female"
1998,88,12,"$10000 - 14999","Independent","Moderate",0,"Male"
1998,44,15,"$10000 - 14999","Ind,near rep","Conservative",0,"Male"
1998,76,12,"Refused","Not str republican","Conservative",0,"Female"
1998,48,16,"$10000 - 14999","Not str democrat","Liberal",1,"Female"
1998,26,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1998,47,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1998,28,13,"$20000 - 24999","Ind,near dem","Slightly liberal",1,"Female"
1998,34,12,"$25000 or more","Not str republican","Moderate",0,"Male"
1998,40,12,"$25000 or more","Independent","Liberal",1,"Male"
1998,61,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Male"
1998,45,13,"$25000 or more","Independent","Slightly liberal",1,"Male"
1998,32,13,"$25000 or more","Not str republican","Moderate",0,"Male"
1998,77,14,"$25000 or more","Ind,near rep","Conservative",0,"Male"
1998,47,13,"$25000 or more","Not str republican","Moderate",1,"Male"
1998,24,13,"$25000 or more","Not str republican","Slightly liberal",0,"Male"
1998,49,18,"$25000 or more","Not str republican","Moderate",0,"Male"
1998,68,12,"$25000 or more","Ind,near rep","Moderate",0,"Male"
1998,65,12,"$20000 - 24999","Not str republican","Conservative",0,"Male"
1998,49,12,"$20000 - 24999","Not str republican","Moderate",1,"Male"
1998,37,14,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
1998,73,14,"$20000 - 24999","Independent","Moderate",0,"Male"
1998,73,6,"$20000 - 24999","Strong democrat","Extremely liberal",0,"Male"
1998,47,12,"$25000 or more","Ind,near dem","Slghtly conservative",1,"Male"
1998,20,10,"$25000 or more","Independent","Moderate",0,"Female"
2000,48,15,"$8000 to 9999","Not str republican","Conservative",0,"Female"
2000,67,13,"$15000 - 19999","Independent","Conservative",0,"Female"
2000,39,14,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Female"
2000,25,14,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2000,44,14,"$20000 - 24999","Ind,near dem","Liberal",1,"Female"
2000,44,18,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2000,47,16,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
2000,53,18,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2000,52,20,"$25000 or more","Ind,near rep","Conservative",1,"Male"
2000,51,17,"$25000 or more","Strong republican","Conservative",0,"Male"
2000,52,16,"$25000 or more","Ind,near dem","Slightly liberal",0,"Female"
2000,40,16,"$25000 or more","Strong democrat","Moderate",1,"Female"
2000,77,15,"$10000 - 14999","Strong republican","Extrmly conservative",0,"Male"
2000,44,12,"$25000 or more","Independent","Slightly liberal",1,"Female"
2000,40,8,"$10000 - 14999","Not str democrat","Slghtly conservative",0,"Male"
2000,45,12,"$20000 - 24999","Independent","Moderate",0,"Male"
2000,48,16,"$25000 or more","Ind,near dem","Moderate",0,"Female"
2000,83,12,"Refused","Strong democrat","Moderate",0,"Female"
2000,88,13,"Refused","Strong republican","Moderate",0,"Female"
2000,72,12,"$10000 - 14999","Strong democrat","Moderate",0,"Female"
2000,82,13,"Refused","Independent","Liberal",1,"Male"
2000,34,17,"Refused","Not str democrat","Slghtly conservative",0,"Male"
2000,57,13,"Refused","Strong republican","Slghtly conservative",0,"Female"
2000,45,14,"$25000 or more","Independent","Slghtly conservative",0,"Male"
2000,52,19,"$8000 to 9999","Ind,near dem","Extremely liberal",1,"Male"
2000,26,14,"$25000 or more","Ind,near rep","Slghtly conservative",1,"Male"
2000,46,6,"$10000 - 14999","Strong democrat","Conservative",0,"Female"
2000,52,12,"$25000 or more","Ind,near rep","Moderate",0,"Female"
2000,66,16,"$25000 or more","Strong republican","Slghtly conservative",0,"Male"
2000,20,11,"$25000 or more","Strong republican","Slghtly conservative",0,"Female"
2000,64,16,"$25000 or more","Strong republican","Extrmly conservative",0,"Male"
2000,59,16,"$25000 or more","Strong democrat","Liberal",1,"Male"
2000,46,13,"$25000 or more","Not str republican","Moderate",0,"Female"
2000,26,15,"$25000 or more","Not str democrat","Moderate",0,"Male"
2000,26,17,"$20000 - 24999","Not str republican","Conservative",0,"Male"
2000,31,20,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2000,61,14,"$25000 or more","Strong republican","Slghtly conservative",0,"Female"
2000,34,12,"$15000 - 19999","Strong democrat","Slightly liberal",1,"Female"
2000,83,10,"Lt $1000","Strong democrat","Conservative",0,"Female"
2000,84,12,"$5000 to 5999","Strong democrat","Liberal",0,"Female"
2000,69,4,"Refused","Not str democrat","Slghtly conservative",0,"Female"
2000,32,11,"$10000 - 14999","Ind,near dem","Moderate",1,"Female"
2000,76,9,"Refused","Strong democrat","Moderate",0,"Female"
2000,32,19,"$25000 or more","Strong democrat","Moderate",0,"Male"
2000,44,14,"$25000 or more","Not str republican","Conservative",0,"Male"
2000,70,19,"$25000 or more","Strong democrat","Moderate",0,"Female"
2000,51,13,"$25000 or more","Strong democrat","Moderate",0,"Male"
2000,70,13,"$15000 - 19999","Not str republican","Slghtly conservative",1,"Male"
2000,45,14,"$25000 or more","Independent","Slghtly conservative",1,"Male"
2000,24,16,"$25000 or more","Ind,near dem","Slightly liberal",0,"Female"
2000,51,13,"$25000 or more","Not str republican","Moderate",0,"Male"
2000,32,14,"$25000 or more","Not str republican","Conservative",0,"Female"
2000,52,18,"$25000 or more","Ind,near dem","Extremely liberal",1,"Female"
2000,83,16,"$25000 or more","Not str republican","Moderate",0,"Male"
2000,45,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2000,50,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
2000,78,13,"$25000 or more","Not str democrat","Slghtly conservative",1,"Male"
2000,56,16,"Refused","Not str democrat","Liberal",1,"Male"
2000,47,16,"$25000 or more","Strong democrat","Moderate",1,"Female"
2000,26,16,"$25000 or more","Ind,near rep","Moderate",0,"Female"
2000,30,16,"$25000 or more","Not str democrat","Moderate",0,"Male"
2000,48,9,"$25000 or more","Independent","Slightly liberal",0,"Female"
2000,57,12,"$25000 or more","Ind,near rep","Slightly liberal",0,"Female"
2000,60,8,"$20000 - 24999","Independent","Moderate",0,"Male"
2000,55,11,"$10000 - 14999","Not str republican","Liberal",0,"Female"
2000,43,13,"Lt $1000","Not str democrat","Moderate",0,"Female"
2000,31,10,"$5000 to 5999","Not str democrat","Liberal",0,"Female"
2000,40,13,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2000,28,10,"Refused","Independent","Extremely liberal",0,"Male"
2000,35,12,"$8000 to 9999","Strong democrat","Moderate",0,"Male"
2000,23,16,"$3000 to 3999","Ind,near dem","Slightly liberal",1,"Male"
2000,30,15,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2000,38,12,"$25000 or more","Ind,near dem","Moderate",1,"Female"
2000,31,16,"$20000 - 24999","Ind,near rep","Conservative",0,"Male"
2000,73,12,"$7000 to 7999","Not str democrat","Slghtly conservative",1,"Female"
2000,57,11,"$10000 - 14999","Ind,near dem","Moderate",0,"Male"
2000,60,13,"$15000 - 19999","Strong democrat","Moderate",0,"Female"
2000,76,7,"Lt $1000","Not str republican","Conservative",0,"Male"
2000,70,11,"$10000 - 14999","Not str democrat","Liberal",1,"Female"
2000,70,9,"$6000 to 6999","Not str democrat","Moderate",0,"Female"
2000,32,14,"$25000 or more","Strong democrat","Conservative",1,"Female"
2000,58,12,"$1000 to 2999","Not str democrat","Moderate",0,"Female"
2000,39,16,"$25000 or more","Strong democrat","Moderate",0,"Female"
2000,44,12,"$8000 to 9999","Not str democrat","Moderate",0,"Female"
2000,40,14,"$25000 or more","Independent","Moderate",0,"Female"
2000,41,12,"$25000 or more","Strong republican","Moderate",0,"Male"
2000,65,12,"$25000 or more","Strong democrat","Extrmly conservative",1,"Female"
2000,58,20,"$25000 or more","Not str republican","Moderate",1,"Male"
2000,43,12,"$25000 or more","Independent","Moderate",0,"Male"
2000,62,10,"$15000 - 19999","Ind,near dem","Moderate",1,"Male"
2000,48,16,"$25000 or more","Independent","Slightly liberal",1,"Male"
2000,49,16,"Refused","Ind,near dem","Slightly liberal",1,"Female"
2000,48,16,"$25000 or more","Independent","Moderate",0,"Male"
2000,70,12,"$25000 or more","Not str democrat","Moderate",0,"Male"
2000,36,14,"Refused","Not str democrat","Moderate",1,"Male"
2000,32,14,"$25000 or more","Not str republican","Moderate",0,"Female"
2000,36,14,"$25000 or more","Strong republican","Conservative",0,"Male"
2000,58,16,"$25000 or more","Ind,near rep","Slightly liberal",1,"Female"
2000,72,19,"Refused","Strong republican","Conservative",0,"Male"
2000,45,13,"Refused","Strong republican","Moderate",1,"Male"
2000,48,16,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2000,48,19,"$25000 or more","Strong democrat","Liberal",1,"Female"
2000,39,16,"$1000 to 2999","Not str democrat","Moderate",0,"Female"
2000,38,19,"$25000 or more","Not str democrat","Moderate",1,"Male"
2000,40,17,"$25000 or more","Strong democrat","Liberal",1,"Male"
2000,56,8,"$25000 or more","Not str democrat","Conservative",0,"Male"
2000,67,20,"$25000 or more","Strong democrat","Slightly liberal",1,"Male"
2000,43,13,"$25000 or more","Strong democrat","Liberal",1,"Female"
2000,48,11,"Lt $1000","Strong democrat","Extrmly conservative",1,"Female"
2000,23,11,"Lt $1000","Ind,near rep","Slghtly conservative",1,"Female"
2000,28,11,"$4000 to 4999","Not str republican","Moderate",0,"Male"
2000,48,15,"$10000 - 14999","Strong democrat","Moderate",0,"Female"
2000,77,12,"$6000 to 6999","Strong democrat","Liberal",0,"Female"
2000,40,16,"$25000 or more","Not str republican","Liberal",0,"Female"
2000,30,19,"$25000 or more","Strong democrat","Liberal",0,"Male"
2000,45,12,"$25000 or more","Independent","Moderate",0,"Male"
2000,52,17,"$25000 or more","Ind,near dem","Moderate",1,"Male"
2000,53,13,"$25000 or more","Not str republican","Slghtly conservative",0,"Male"
2000,39,17,"$25000 or more","Not str democrat","Slghtly conservative",0,"Male"
2000,30,19,"$25000 or more","Strong republican","Conservative",1,"Male"
2000,26,12,"$8000 to 9999","Ind,near dem","Moderate",1,"Female"
2000,32,13,"$25000 or more","Not str republican","Moderate",0,"Male"
2000,45,18,"$25000 or more","Strong democrat","Slightly liberal",1,"Female"
2000,21,13,"$25000 or more","Not str democrat","Moderate",0,"Female"
2000,36,13,"$25000 or more","Ind,near dem","Slghtly conservative",1,"Male"
2000,38,12,"$25000 or more","Ind,near dem","Moderate",0,"Male"
2000,62,8,"$25000 or more","Ind,near dem","Moderate",1,"Female"
2000,53,12,"$25000 or more","Not str republican","Moderate",0,"Male"
2000,27,12,"$25000 or more","Not str democrat","Slightly liberal",0,"Female"
2000,45,15,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
2000,56,12,"$25000 or more","Ind,near dem","Slightly liberal",0,"Male"
2000,42,13,"$3000 to 3999","Ind,near dem","Slightly liberal",0,"Female"
2000,36,9,"$25000 or more","Strong republican","Moderate",1,"Male"
2000,72,18,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2000,42,18,"$25000 or more","Not str republican","Conservative",0,"Female"
2000,79,19,"$25000 or more","Strong republican","Conservative",1,"Male"
2000,32,12,"$25000 or more","Not str republican","Extrmly conservative",0,"Female"
2000,20,14,"$20000 - 24999","Strong democrat","Moderate",1,"Male"
2000,36,14,"$25000 or more","Ind,near rep","Moderate",0,"Female"
2000,48,17,"$25000 or more","Strong democrat","Slightly liberal",0,"Male"
2000,62,14,"$8000 to 9999","Strong democrat","Liberal",0,"Female"
2000,51,14,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2000,38,16,"$25000 or more","Not str republican","Moderate",1,"Male"
2000,48,12,"$25000 or more","Strong republican","Conservative",0,"Male"
2000,29,15,"$25000 or more","Independent","Moderate",1,"Male"
2000,26,13,"$25000 or more","Independent","Conservative",0,"Male"
2000,58,12,"$25000 or more","Strong republican","Moderate",1,"Male"
2000,45,11,"Lt $1000","Not str democrat","Moderate",0,"Male"
2000,49,16,"Refused","Independent","Moderate",0,"Female"
2000,19,12,"$15000 - 19999","Ind,near rep","Moderate",1,"Male"
2000,37,13,"$25000 or more","Not str democrat","Moderate",1,"Female"
2000,43,16,"$25000 or more","Other party","Moderate",0,"Male"
2000,29,18,"$25000 or more","Independent","Slightly liberal",0,"Male"
2000,26,19,"$10000 - 14999","Not str democrat","Liberal",1,"Male"
2000,24,16,"$25000 or more","Independent","Slghtly conservative",0,"Male"
2000,38,12,"$15000 - 19999","Ind,near dem","Slightly liberal",0,"Female"
2000,48,14,"$10000 - 14999","Strong democrat","Moderate",0,"Female"
2000,59,12,"$15000 - 19999","Strong democrat","Moderate",0,"Female"
2000,34,10,"$6000 to 6999","Ind,near dem","Conservative",0,"Female"
2000,32,12,"$20000 - 24999","Strong democrat","Slightly liberal",0,"Male"
2000,42,15,"Refused","Independent","Moderate",1,"Male"
2000,38,12,"Refused","Ind,near dem","Slghtly conservative",0,"Female"
2000,54,12,"$8000 to 9999","Not str democrat","Moderate",1,"Female"
2000,60,14,"$15000 - 19999","Strong democrat","Moderate",0,"Female"
2000,36,14,"$25000 or more","Strong republican","Conservative",1,"Male"
2000,28,13,"$15000 - 19999","Strong democrat","Slghtly conservative",0,"Male"
2000,44,12,"$15000 - 19999","Strong democrat","Moderate",0,"Female"
2000,22,12,"$7000 to 7999","Strong democrat","Moderate",0,"Female"
2000,40,12,"$25000 or more","Not str democrat","Slightly liberal",1,"Male"
2000,59,18,"$25000 or more","Other party","Extremely liberal",1,"Male"
2000,73,18,"$25000 or more","Ind,near dem","Slightly liberal",1,"Male"
2000,31,18,"$25000 or more","Not str republican","Conservative",0,"Male"
2000,44,16,"$25000 or more","Ind,near rep","Slghtly conservative",0,"Male"
2000,34,16,"$25000 or more","Ind,near dem","Liberal",0,"Male"
2000,29,16,"$25000 or more","Ind,near dem","Slghtly conservative",0,"Female"
2000,32,20,"$25000 or more","Strong democrat","Liberal",0,"Male"
2000,26,14,"$25000 or more","Ind,near dem","Extrmly conservative",1,"Male"
2000,47,20,"$25000 or more","Independent","Moderate",0,"Male"
2000,37,20,"$25000 or more","Not str democrat","Slghtly conservative",1,"Female"
2000,29,16,"$25000 or more","Strong democrat","Liberal",0,"Male"
2000,37,16,"$25000 or more","Ind,near rep","Conservative",0,"Male"
2000,35,13,"$25000 or more","Strong republican","Conservative",0,"Male"
2000,68,17,"$25000 or more","Strong republican","Conservative",0,"Female"
2000,26,16,"$25000 or more","Independent","Slightly liberal",0,"Male"
2000,84,20,"$25000 or more","Ind,near rep","Slightly liberal",0,"Male"
2000,22,12,"$15000 - 19999","Strong democrat","Moderate",1,"Male"
2000,42,12,"$25000 or more","Strong republican","Conservative",1,"Male"
